char	unicode	big5	category	dfs_code	compat_class	slot_source	t2s	note
湝	U+6E5D	D9F4	cjk	$2737	cjk-extension	extension-page	湝	new/expanded DFS page
湳	U+6E73	D9F5	cjk	$2738	cjk-extension	extension-page	湳	new/expanded DFS page
渜	U+6E1C	D9F6	cjk	$2739	cjk-extension	extension-page	渜	new/expanded DFS page
渳	U+6E33	D9F7	cjk	$273A	cjk-extension	extension-page	渳	new/expanded DFS page
湋	U+6E4B	D9F8	cjk	$273B	cjk-extension	extension-page	𣲗	new/expanded DFS page
湀	U+6E40	D9F9	cjk	$273C	cjk-extension	extension-page	湀	new/expanded DFS page
湑	U+6E51	D9FA	cjk	$273D	cjk-extension	extension-page	湑	new/expanded DFS page
渻	U+6E3B	D9FB	cjk	$273E	cjk-extension	extension-page	渻	new/expanded DFS page
渃	U+6E03	D9FC	cjk	$2740	cjk-extension	extension-page	渃	new/expanded DFS page
渮	U+6E2E	D9FD	cjk	$2741	cjk-extension	extension-page	渮	new/expanded DFS page
湞	U+6E5E	D9FE	cjk	$1E73	base-t2s-ime-glyph-patch	base-compatible	浈	glyph patch 浈->湞
湨	U+6E68	DA40	cjk	$2742	cjk-extension	extension-page	湨	new/expanded DFS page
湜	U+6E5C	DA41	cjk	$2743	cjk-extension	extension-page	湜	new/expanded DFS page
湡	U+6E61	DA42	cjk	$2744	cjk-extension	extension-page	湡	new/expanded DFS page
渱	U+6E31	DA43	cjk	$2745	cjk-extension	extension-page	渱	new/expanded DFS page
渨	U+6E28	DA44	cjk	$2746	cjk-extension	extension-page	渨	new/expanded DFS page
湠	U+6E60	DA45	cjk	$2747	cjk-extension	extension-page	湠	new/expanded DFS page
湱	U+6E71	DA46	cjk	$2748	cjk-extension	extension-page	湱	new/expanded DFS page
湫	U+6E6B	DA47	cjk	$1E9E	base-exact	base-compatible	湫	
渹	U+6E39	DA48	cjk	$2749	cjk-extension	extension-page	渹	new/expanded DFS page
渢	U+6E22	DA49	cjk	$274A	cjk-extension	extension-page	沨	new/expanded DFS page
渰	U+6E30	DA4A	cjk	$2760	cjk-extension	extension-page	渰	new/expanded DFS page
湓	U+6E53	DA4B	cjk	$1EA2	base-exact	base-compatible	湓	
湥	U+6E65	DA4C	cjk	$2761	cjk-extension	extension-page	湥	new/expanded DFS page
渧	U+6E27	DA4D	cjk	$2762	cjk-extension	extension-page	渧	new/expanded DFS page
湸	U+6E78	DA4E	cjk	$2763	cjk-extension	extension-page	湸	new/expanded DFS page
湤	U+6E64	DA4F	cjk	$2764	cjk-extension	extension-page	湤	new/expanded DFS page
湷	U+6E77	DA50	cjk	$2765	cjk-extension	extension-page	湷	new/expanded DFS page
湕	U+6E55	DA51	cjk	$2766	cjk-extension	extension-page	湕	new/expanded DFS page
湹	U+6E79	DA52	cjk	$2767	cjk-extension	extension-page	湹	new/expanded DFS page
湒	U+6E52	DA53	cjk	$2768	cjk-extension	extension-page	湒	new/expanded DFS page
湦	U+6E66	DA54	cjk	$2769	cjk-extension	extension-page	湦	new/expanded DFS page
渵	U+6E35	DA55	cjk	$276A	cjk-extension	extension-page	渵	new/expanded DFS page
渶	U+6E36	DA56	cjk	$276B	cjk-extension	extension-page	渶	new/expanded DFS page
湚	U+6E5A	DA57	cjk	$276C	cjk-extension	extension-page	湚	new/expanded DFS page
焠	U+7120	DA58	cjk	$276D	cjk-extension	extension-page	焠	new/expanded DFS page
焞	U+711E	DA59	cjk	$276E	cjk-extension	extension-page	焞	new/expanded DFS page
焯	U+712F	DA5A	cjk	$29E4	base-exact	base-compatible	焯	
烻	U+70FB	DA5B	cjk	$276F	cjk-extension	extension-page	烻	new/expanded DFS page
焮	U+712E	DA5C	cjk	$2770	cjk-extension	extension-page	焮	new/expanded DFS page
焱	U+7131	DA5D	cjk	$29E5	base-exact	base-compatible	焱	
焣	U+7123	DA5E	cjk	$2771	cjk-extension	extension-page	焣	new/expanded DFS page
焥	U+7125	DA5F	cjk	$2772	cjk-extension	extension-page	焥	new/expanded DFS page
焢	U+7122	DA60	cjk	$2773	cjk-extension	extension-page	焢	new/expanded DFS page
焲	U+7132	DA61	cjk	$2774	cjk-extension	extension-page	焲	new/expanded DFS page
焟	U+711F	DA62	cjk	$2775	cjk-extension	extension-page	焟	new/expanded DFS page
焨	U+7128	DA63	cjk	$2776	cjk-extension	extension-page	焨	new/expanded DFS page
焺	U+713A	DA64	cjk	$2777	cjk-extension	extension-page	焺	new/expanded DFS page
焛	U+711B	DA65	cjk	$2778	cjk-extension	extension-page	焛	new/expanded DFS page
牋	U+724B	DA66	cjk	$2779	cjk-extension	extension-page	牋	new/expanded DFS page
牚	U+725A	DA67	cjk	$277A	cjk-extension	extension-page	牚	new/expanded DFS page
犈	U+7288	DA68	cjk	$277B	cjk-extension	extension-page	犈	new/expanded DFS page
犉	U+7289	DA69	cjk	$277C	cjk-extension	extension-page	犉	new/expanded DFS page
犆	U+7286	DA6A	cjk	$277D	cjk-extension	extension-page	犆	new/expanded DFS page
犅	U+7285	DA6B	cjk	$277E	cjk-extension	extension-page	犅	new/expanded DFS page
犋	U+728B	DA6C	cjk	$293E	base-exact	base-compatible	犋	
猒	U+7312	DA6D	cjk	$277F	cjk-extension	extension-page	猒	new/expanded DFS page
猋	U+730B	DA6E	cjk	$2780	cjk-extension	extension-page	猋	new/expanded DFS page
猰	U+7330	DA6F	cjk	$2781	cjk-extension	extension-page	猰	new/expanded DFS page
猢	U+7322	DA70	cjk	$1D9D	base-exact	base-compatible	猢	
猱	U+7331	DA71	cjk	$1DA2	base-exact	base-compatible	猱	
猳	U+7333	DA72	cjk	$2782	cjk-extension	extension-page	猳	new/expanded DFS page
猧	U+7327	DA73	cjk	$2783	cjk-extension	extension-page	猧	new/expanded DFS page
猲	U+7332	DA74	cjk	$2784	cjk-extension	extension-page	猲	new/expanded DFS page
猭	U+732D	DA75	cjk	$2785	cjk-extension	extension-page	猭	new/expanded DFS page
猦	U+7326	DA76	cjk	$2786	cjk-extension	extension-page	猦	new/expanded DFS page
猣	U+7323	DA77	cjk	$2787	cjk-extension	extension-page	猣	new/expanded DFS page
猵	U+7335	DA78	cjk	$2788	cjk-extension	extension-page	猵	new/expanded DFS page
猌	U+730C	DA79	cjk	$2789	cjk-extension	extension-page	𪺽	new/expanded DFS page
琮	U+742E	DA7A	cjk	$2807	base-exact	base-compatible	琮	
琬	U+742C	DA7B	cjk	$2808	base-exact	base-compatible	琬	
琰	U+7430	DA7C	cjk	$2806	base-exact	base-compatible	琰	
琫	U+742B	DA7D	cjk	$278A	cjk-extension	extension-page	琫	new/expanded DFS page
琖	U+7416	DA7E	cjk	$278B	cjk-extension	extension-page	琖	new/expanded DFS page
琚	U+741A	DAA1	cjk	$280A	base-exact	base-compatible	琚	
琡	U+7421	DAA2	cjk	$278C	cjk-extension	extension-page	琡	new/expanded DFS page
琭	U+742D	DAA3	cjk	$278D	cjk-extension	extension-page	琭	new/expanded DFS page
琱	U+7431	DAA4	cjk	$278E	cjk-extension	extension-page	雕	new/expanded DFS page
琤	U+7424	DAA5	cjk	$278F	cjk-extension	extension-page	琤	new/expanded DFS page
琣	U+7423	DAA6	cjk	$2790	cjk-extension	extension-page	琣	new/expanded DFS page
琝	U+741D	DAA7	cjk	$2791	cjk-extension	extension-page	琝	new/expanded DFS page
琩	U+7429	DAA8	cjk	$2792	cjk-extension	extension-page	琩	new/expanded DFS page
琠	U+7420	DAA9	cjk	$2793	cjk-extension	extension-page	琠	new/expanded DFS page
琲	U+7432	DAAA	cjk	$2794	cjk-extension	extension-page	琲	new/expanded DFS page
瓻	U+74FB	DAAB	cjk	$2795	cjk-extension	extension-page	瓻	new/expanded DFS page
甯	U+752F	DAAC	cjk	$1EE4	base-exact	base-compatible	宁	
畯	U+756F	DAAD	cjk	$2796	cjk-extension	extension-page	畯	new/expanded DFS page
畬	U+756C	DAAE	cjk	$2797	cjk-extension	extension-page	畬	new/expanded DFS page
痧	U+75E7	DAAF	cjk	$2BBC	base-exact	base-compatible	痧	
痚	U+75DA	DAB0	cjk	$2798	cjk-extension	extension-page	痚	new/expanded DFS page
痡	U+75E1	DAB1	cjk	$2799	cjk-extension	extension-page	痡	new/expanded DFS page
痦	U+75E6	DAB2	cjk	$2BB9	base-exact	base-compatible	痦	
痝	U+75DD	DAB3	cjk	$279A	cjk-extension	extension-page	痝	new/expanded DFS page
痟	U+75DF	DAB4	cjk	$279B	cjk-extension	extension-page	痟	new/expanded DFS page
痤	U+75E4	DAB5	cjk	$2BBA	base-exact	base-compatible	痤	
痗	U+75D7	DAB6	cjk	$279C	cjk-extension	extension-page	痗	new/expanded DFS page
皕	U+7695	DAB7	cjk	$279D	cjk-extension	extension-page	皕	new/expanded DFS page
皒	U+7692	DAB8	cjk	$279E	cjk-extension	extension-page	皒	new/expanded DFS page
盚	U+76DA	DAB9	cjk	$279F	cjk-extension	extension-page	盚	new/expanded DFS page
睆	U+7746	DABA	cjk	$27A0	cjk-extension	extension-page	睆	new/expanded DFS page
睇	U+7747	DABB	cjk	$2A8F	base-exact	base-compatible	睇	
睄	U+7744	DABC	cjk	$27A1	cjk-extension	extension-page	睄	new/expanded DFS page
睍	U+774D	DABD	cjk	$27A2	cjk-extension	extension-page	𪾢	new/expanded DFS page
睅	U+7745	DABE	cjk	$27A3	cjk-extension	extension-page	睅	new/expanded DFS page
睊	U+774A	DABF	cjk	$27A4	cjk-extension	extension-page	睊	new/expanded DFS page
睎	U+774E	DAC0	cjk	$27A5	cjk-extension	extension-page	睎	new/expanded DFS page
睋	U+774B	DAC1	cjk	$27A6	cjk-extension	extension-page	睋	new/expanded DFS page
睌	U+774C	DAC2	cjk	$27A7	cjk-extension	extension-page	睌	new/expanded DFS page
矞	U+77DE	DAC3	cjk	$27A8	cjk-extension	extension-page	矞	new/expanded DFS page
矬	U+77EC	DAC4	cjk	$2B61	base-exact	base-compatible	矬	
硠	U+7860	DAC5	cjk	$27A9	cjk-extension	extension-page	硠	new/expanded DFS page
硤	U+7864	DAC6	cjk	$2A60	base-t2s-ime-glyph-patch	base-compatible	硖	glyph patch 硖->硤
硥	U+7865	DAC7	cjk	$27AA	cjk-extension	extension-page	硥	new/expanded DFS page
硜	U+785C	DAC8	cjk	$27AB	cjk-extension	extension-page	硁	new/expanded DFS page
硭	U+786D	DAC9	cjk	$2A4A	base-exact	base-compatible	硭	
硱	U+7871	DACA	cjk	$27AC	cjk-extension	extension-page	硱	new/expanded DFS page
硪	U+786A	DACB	cjk	$2A66	base-exact	base-compatible	硪	
确	U+786E	DACC	cjk	$0ED5	base-exact	base-compatible	确	
硰	U+7870	DACD	cjk	$27AD	cjk-extension	extension-page	硰	new/expanded DFS page
硩	U+7869	DACE	cjk	$27AE	cjk-extension	extension-page	硩	new/expanded DFS page
硨	U+7868	DACF	cjk	$2A38	base-t2s-ime-glyph-patch	base-compatible	砗	glyph patch 砗->硨
硞	U+785E	DAD0	cjk	$27AF	cjk-extension	extension-page	硞	new/expanded DFS page
硢	U+7862	DAD1	cjk	$27B0	cjk-extension	extension-page	硢	new/expanded DFS page
祴	U+7974	DAD2	cjk	$27B1	cjk-extension	extension-page	祴	new/expanded DFS page
祳	U+7973	DAD3	cjk	$27B2	cjk-extension	extension-page	祳	new/expanded DFS page
祲	U+7972	DAD4	cjk	$27B3	cjk-extension	extension-page	祲	new/expanded DFS page
祰	U+7970	DAD5	cjk	$27B4	cjk-extension	extension-page	祰	new/expanded DFS page
稂	U+7A02	DAD6	cjk	$2B6A	base-exact	base-compatible	稂	
稊	U+7A0A	DAD7	cjk	$27B5	cjk-extension	extension-page	稊	new/expanded DFS page
稃	U+7A03	DAD8	cjk	$2B69	base-exact	base-compatible	稃	
稌	U+7A0C	DAD9	cjk	$27B6	cjk-extension	extension-page	稌	new/expanded DFS page
稄	U+7A04	DADA	cjk	$27B7	cjk-extension	extension-page	稄	new/expanded DFS page
窙	U+7A99	DADB	cjk	$27B8	cjk-extension	extension-page	窙	new/expanded DFS page
竦	U+7AE6	DADC	cjk	$2BDF	base-exact	base-compatible	竦	
竤	U+7AE4	DADD	cjk	$27B9	cjk-extension	extension-page	竤	new/expanded DFS page
筊	U+7B4A	DADE	cjk	$27BA	cjk-extension	extension-page	筊	new/expanded DFS page
笻	U+7B3B	DADF	cjk	$27BB	cjk-extension	extension-page	笻	new/expanded DFS page
筄	U+7B44	DAE0	cjk	$27BC	cjk-extension	extension-page	筄	new/expanded DFS page
筈	U+7B48	DAE1	cjk	$27BD	cjk-extension	extension-page	筈	new/expanded DFS page
筌	U+7B4C	DAE2	cjk	$2CE0	base-exact	base-compatible	筌	
筎	U+7B4E	DAE3	cjk	$27BE	cjk-extension	extension-page	筎	new/expanded DFS page
筀	U+7B40	DAE4	cjk	$27BF	cjk-extension	extension-page	筀	new/expanded DFS page
筘	U+7B58	DAE5	cjk	$2CDC	base-exact	base-compatible	筘	
筅	U+7B45	DAE6	cjk	$2CDE	base-exact	base-compatible	筅	
粢	U+7CA2	DAE7	cjk	$2D3C	base-exact	base-compatible	粢	
粞	U+7C9E	DAE8	cjk	$2D3B	base-exact	base-compatible	粞	
粨	U+7CA8	DAE9	cjk	$27C0	cjk-extension	extension-page	粨	new/expanded DFS page
粡	U+7CA1	DAEA	cjk	$27C1	cjk-extension	extension-page	粡	new/expanded DFS page
絘	U+7D58	DAEB	cjk	$27C2	cjk-extension	extension-page	絘	new/expanded DFS page
絯	U+7D6F	DAEC	cjk	$27C3	cjk-extension	extension-page	絯	new/expanded DFS page
絣	U+7D63	DAED	cjk	$27C4	cjk-extension	extension-page	絣	new/expanded DFS page
絓	U+7D53	DAEE	cjk	$27C5	cjk-extension	extension-page	絓	new/expanded DFS page
絖	U+7D56	DAEF	cjk	$27C6	cjk-extension	extension-page	絖	new/expanded DFS page
絧	U+7D67	DAF0	cjk	$27C7	cjk-extension	extension-page	𫄡	new/expanded DFS page
絪	U+7D6A	DAF1	cjk	$27C8	cjk-extension	extension-page	𬘡	new/expanded DFS page
絏	U+7D4F	DAF2	cjk	$27C9	cjk-extension	extension-page	絏	new/expanded DFS page
絭	U+7D6D	DAF3	cjk	$27CA	cjk-extension	extension-page	絭	new/expanded DFS page
絜	U+7D5C	DAF4	cjk	$27CB	cjk-extension	extension-page	絜	new/expanded DFS page
絫	U+7D6B	DAF5	cjk	$27CC	cjk-extension	extension-page	絫	new/expanded DFS page
絒	U+7D52	DAF6	cjk	$27CD	cjk-extension	extension-page	絒	new/expanded DFS page
絔	U+7D54	DAF7	cjk	$27CE	cjk-extension	extension-page	絔	new/expanded DFS page
絩	U+7D69	DAF8	cjk	$27CF	cjk-extension	extension-page	絩	new/expanded DFS page
絑	U+7D51	DAF9	cjk	$27D0	cjk-extension	extension-page	絑	new/expanded DFS page
絟	U+7D5F	DAFA	cjk	$27D1	cjk-extension	extension-page	絟	new/expanded DFS page
絎	U+7D4E	DAFB	cjk	$1FB2	base-t2s-ime-glyph-patch	base-compatible	绗	glyph patch 绗->絎
缾	U+7F3E	DAFC	cjk	$27D2	cjk-extension	extension-page	缾	new/expanded DFS page
缿	U+7F3F	DAFD	cjk	$27D3	cjk-extension	extension-page	缿	new/expanded DFS page
罥	U+7F65	DAFE	cjk	$27D4	cjk-extension	extension-page	罥	new/expanded DFS page
罦	U+7F66	DB40	cjk	$27D5	cjk-extension	extension-page	罦	new/expanded DFS page
羢	U+7FA2	DB41	cjk	$27D6	cjk-extension	extension-page	羢	new/expanded DFS page
羠	U+7FA0	DB42	cjk	$27D7	cjk-extension	extension-page	羠	new/expanded DFS page
羡	U+7FA1	DB43	cjk	$11E5	base-exact	base-compatible	羡	
翗	U+7FD7	DB44	cjk	$27D8	cjk-extension	extension-page	翗	new/expanded DFS page
聑	U+8051	DB45	cjk	$27D9	cjk-extension	extension-page	聑	new/expanded DFS page
聏	U+804F	DB46	cjk	$27DA	cjk-extension	extension-page	聏	new/expanded DFS page
聐	U+8050	DB47	cjk	$27DB	cjk-extension	extension-page	聐	new/expanded DFS page
胾	U+80FE	DB48	cjk	$27DC	cjk-extension	extension-page	胾	new/expanded DFS page
胔	U+80D4	DB49	cjk	$27DD	cjk-extension	extension-page	胔	new/expanded DFS page
腃	U+8143	DB4A	cjk	$27DE	cjk-extension	extension-page	腃	new/expanded DFS page
腊	U+814A	DB4B	cjk	$0B84	base-exact	base-compatible	腊	
腒	U+8152	DB4C	cjk	$27DF	cjk-extension	extension-page	腒	new/expanded DFS page
腏	U+814F	DB4D	cjk	$27E0	cjk-extension	extension-page	腏	new/expanded DFS page
腇	U+8147	DB4E	cjk	$27E1	cjk-extension	extension-page	腇	new/expanded DFS page
脽	U+813D	DB4F	cjk	$27E2	cjk-extension	extension-page	脽	new/expanded DFS page
腍	U+814D	DB50	cjk	$27E3	cjk-extension	extension-page	腍	new/expanded DFS page
脺	U+813A	DB51	cjk	$27E4	cjk-extension	extension-page	脺	new/expanded DFS page
臦	U+81E6	DB52	cjk	$27E5	cjk-extension	extension-page	臦	new/expanded DFS page
臮	U+81EE	DB53	cjk	$27E6	cjk-extension	extension-page	臮	new/expanded DFS page
臷	U+81F7	DB54	cjk	$27E7	cjk-extension	extension-page	臷	new/expanded DFS page
臸	U+81F8	DB55	cjk	$27E8	cjk-extension	extension-page	臸	new/expanded DFS page
臹	U+81F9	DB56	cjk	$27E9	cjk-extension	extension-page	臹	new/expanded DFS page
舄	U+8204	DB57	cjk	$2D10	base-exact	base-compatible	舄	
舼	U+823C	DB58	cjk	$27EA	cjk-extension	extension-page	舼	new/expanded DFS page
舽	U+823D	DB59	cjk	$27EB	cjk-extension	extension-page	舽	new/expanded DFS page
舿	U+823F	DB5A	cjk	$27EC	cjk-extension	extension-page	舿	new/expanded DFS page
艵	U+8275	DB5B	cjk	$27ED	cjk-extension	extension-page	艵	new/expanded DFS page
茻	U+833B	DB5C	cjk	$27EE	cjk-extension	extension-page	茻	new/expanded DFS page
菏	U+83CF	DB5D	cjk	$0917	base-exact	base-compatible	菏	
菹	U+83F9	DB5E	cjk	$1BB1	base-exact	base-compatible	菹	
萣	U+8423	DB5F	cjk	$27EF	cjk-extension	extension-page	萣	new/expanded DFS page
菀	U+83C0	DB60	cjk	$1BB4	base-exact	base-compatible	菀	
菨	U+83E8	DB61	cjk	$27F0	cjk-extension	extension-page	菨	new/expanded DFS page
萒	U+8412	DB62	cjk	$27F1	cjk-extension	extension-page	萒	new/expanded DFS page
菧	U+83E7	DB63	cjk	$27F2	cjk-extension	extension-page	菧	new/expanded DFS page
菤	U+83E4	DB64	cjk	$27F3	cjk-extension	extension-page	菤	new/expanded DFS page
菼	U+83FC	DB65	cjk	$27F4	cjk-extension	extension-page	菼	new/expanded DFS page
菶	U+83F6	DB66	cjk	$27F5	cjk-extension	extension-page	菶	new/expanded DFS page
萐	U+8410	DB67	cjk	$27F6	cjk-extension	extension-page	萐	new/expanded DFS page
菆	U+83C6	DB68	cjk	$27F7	cjk-extension	extension-page	菆	new/expanded DFS page
菈	U+83C8	DB69	cjk	$27F8	cjk-extension	extension-page	菈	new/expanded DFS page
菫	U+83EB	DB6A	cjk	$27F9	cjk-extension	extension-page	菫	new/expanded DFS page
菣	U+83E3	DB6B	cjk	$27FA	cjk-extension	extension-page	菣	new/expanded DFS page
莿	U+83BF	DB6C	cjk	$27FB	cjk-extension	extension-page	莿	new/expanded DFS page
萁	U+8401	DB6D	cjk	$1B9F	base-exact	base-compatible	萁	
菝	U+83DD	DB6E	cjk	$1BA5	base-exact	base-compatible	菝	
菥	U+83E5	DB6F	cjk	$1BA0	base-exact	base-compatible	菥	
菘	U+83D8	DB70	cjk	$1BA1	base-exact	base-compatible	菘	
菿	U+83FF	DB71	cjk	$27FC	cjk-extension	extension-page	菿	new/expanded DFS page
菡	U+83E1	DB72	cjk	$1BB7	base-exact	base-compatible	菡	
菋	U+83CB	DB73	cjk	$2F01	cjk-extension	extension-page	菋	new/expanded DFS page
菎	U+83CE	DB74	cjk	$2F02	cjk-extension	extension-page	菎	new/expanded DFS page
菖	U+83D6	DB75	cjk	$1BA7	base-exact	base-compatible	菖	
菵	U+83F5	DB76	cjk	$2F03	cjk-extension	extension-page	菵	new/expanded DFS page
菉	U+83C9	DB77	cjk	$2F04	cjk-extension	extension-page	菉	new/expanded DFS page
萉	U+8409	DB78	cjk	$2F05	cjk-extension	extension-page	萉	new/expanded DFS page
萏	U+840F	DB79	cjk	$1BAE	base-exact	base-compatible	萏	
菞	U+83DE	DB7A	cjk	$2F06	cjk-extension	extension-page	菞	new/expanded DFS page
萑	U+8411	DB7B	cjk	$1BAA	base-exact	base-compatible	萑	
萆	U+8406	DB7C	cjk	$1BAB	base-exact	base-compatible	萆	
菂	U+83C2	DB7D	cjk	$2F07	cjk-extension	extension-page	菂	new/expanded DFS page
菳	U+83F3	DB7E	cjk	$2F08	cjk-extension	extension-page	菳	new/expanded DFS page
菕	U+83D5	DBA1	cjk	$2F09	cjk-extension	extension-page	𰰨	new/expanded DFS page
菺	U+83FA	DBA2	cjk	$2F0A	cjk-extension	extension-page	菺	new/expanded DFS page
菇	U+83C7	DBA3	cjk	$08A5	base-exact	base-compatible	菇	
菑	U+83D1	DBA4	cjk	$2F0B	cjk-extension	extension-page	菑	new/expanded DFS page
菪	U+83EA	DBA5	cjk	$1BB2	base-exact	base-compatible	菪	
萓	U+8413	DBA6	cjk	$2F0C	cjk-extension	extension-page	萓	new/expanded DFS page
菃	U+83C3	DBA7	cjk	$2F0D	cjk-extension	extension-page	菃	new/expanded DFS page
菬	U+83EC	DBA8	cjk	$2F0E	cjk-extension	extension-page	菬	new/expanded DFS page
菮	U+83EE	DBA9	cjk	$2F0F	cjk-extension	extension-page	菮	new/expanded DFS page
菄	U+83C4	DBAA	cjk	$2F10	cjk-extension	extension-page	菄	new/expanded DFS page
菻	U+83FB	DBAB	cjk	$2F11	cjk-extension	extension-page	菻	new/expanded DFS page
菗	U+83D7	DBAC	cjk	$2F12	cjk-extension	extension-page	菗	new/expanded DFS page
菢	U+83E2	DBAD	cjk	$2F13	cjk-extension	extension-page	菢	new/expanded DFS page
萛	U+841B	DBAE	cjk	$2F17	cjk-extension	extension-page	萛	new/expanded DFS page
菛	U+83DB	DBAF	cjk	$2F18	cjk-extension	extension-page	菛	new/expanded DFS page
菾	U+83FE	DBB0	cjk	$2F19	cjk-extension	extension-page	菾	new/expanded DFS page
蛘	U+86D8	DBB1	cjk	$2C7B	base-exact	base-compatible	蛘	
蛢	U+86E2	DBB2	cjk	$2F1A	cjk-extension	extension-page	蛢	new/expanded DFS page
蛦	U+86E6	DBB3	cjk	$2F1B	cjk-extension	extension-page	蛦	new/expanded DFS page
蛓	U+86D3	DBB4	cjk	$2F1C	cjk-extension	extension-page	蛓	new/expanded DFS page
蛣	U+86E3	DBB5	cjk	$2F1D	cjk-extension	extension-page	蛣	new/expanded DFS page
蛚	U+86DA	DBB6	cjk	$2F1E	cjk-extension	extension-page	蛚	new/expanded DFS page
蛪	U+86EA	DBB7	cjk	$2F1F	cjk-extension	extension-page	蛪	new/expanded DFS page
蛝	U+86DD	DBB8	cjk	$2F20	cjk-extension	extension-page	蛝	new/expanded DFS page
蛫	U+86EB	DBB9	cjk	$2F21	cjk-extension	extension-page	蛫	new/expanded DFS page
蛜	U+86DC	DBBA	cjk	$2F23	cjk-extension	extension-page	蛜	new/expanded DFS page
蛬	U+86EC	DBBB	cjk	$2F24	cjk-extension	extension-page	蛬	new/expanded DFS page
蛩	U+86E9	DBBC	cjk	$2C71	base-exact	base-compatible	蛩	
蛗	U+86D7	DBBD	cjk	$2F25	cjk-extension	extension-page	蛗	new/expanded DFS page
蛨	U+86E8	DBBE	cjk	$2F26	cjk-extension	extension-page	蛨	new/expanded DFS page
蛑	U+86D1	DBBF	cjk	$2C7C	base-exact	base-compatible	蛑	
衈	U+8848	DBC0	cjk	$2F27	cjk-extension	extension-page	衈	new/expanded DFS page
衖	U+8856	DBC1	cjk	$2F28	cjk-extension	extension-page	衖	new/expanded DFS page
衕	U+8855	DBC2	cjk	$2F29	cjk-extension	extension-page	同	new/expanded DFS page
袺	U+88BA	DBC3	cjk	$2F2A	cjk-extension	extension-page	袺	new/expanded DFS page
裗	U+88D7	DBC4	cjk	$2F2B	cjk-extension	extension-page	裗	new/expanded DFS page
袹	U+88B9	DBC5	cjk	$2F2C	cjk-extension	extension-page	袹	new/expanded DFS page
袸	U+88B8	DBC6	cjk	$2F2D	cjk-extension	extension-page	袸	new/expanded DFS page
裀	U+88C0	DBC7	cjk	$2F2E	cjk-extension	extension-page	裀	new/expanded DFS page
袾	U+88BE	DBC8	cjk	$2F2F	cjk-extension	extension-page	袾	new/expanded DFS page
袶	U+88B6	DBC9	cjk	$2F30	cjk-extension	extension-page	袶	new/expanded DFS page
袼	U+88BC	DBCA	cjk	$2BF5	base-exact	base-compatible	袼	
袷	U+88B7	DBCB	cjk	$2BF4	base-exact	base-compatible	袷	
袽	U+88BD	DBCC	cjk	$2F31	cjk-extension	extension-page	袽	new/expanded DFS page
袲	U+88B2	DBCD	cjk	$2F32	cjk-extension	extension-page	袲	new/expanded DFS page
褁	U+8901	DBCE	cjk	$2F33	cjk-extension	extension-page	褁	new/expanded DFS page
裉	U+88C9	DBCF	cjk	$2BF6	base-exact	base-compatible	裉	
覕	U+8995	DBD0	cjk	$2F34	cjk-extension	extension-page	覕	new/expanded DFS page
覘	U+8998	DBD1	cjk	$292E	base-t2s-ime-glyph-patch	base-compatible	觇	glyph patch 觇->覘
覗	U+8997	DBD2	cjk	$2F35	cjk-extension	extension-page	覗	new/expanded DFS page
觝	U+89DD	DBD3	cjk	$2F36	cjk-extension	extension-page	觝	new/expanded DFS page
觚	U+89DA	DBD4	cjk	$2DDB	base-exact	base-compatible	觚	
觛	U+89DB	DBD5	cjk	$2F37	cjk-extension	extension-page	觛	new/expanded DFS page
詎	U+8A4E	DBD6	cjk	$1A3E	base-t2s-ime-glyph-patch	base-compatible	讵	glyph patch 讵->詎
詍	U+8A4D	DBD7	cjk	$2F38	cjk-extension	extension-page	詍	new/expanded DFS page
訹	U+8A39	DBD8	cjk	$2F39	cjk-extension	extension-page	訹	new/expanded DFS page
詙	U+8A59	DBD9	cjk	$2F3A	cjk-extension	extension-page	詙	new/expanded DFS page
詀	U+8A40	DBDA	cjk	$2F3B	cjk-extension	extension-page	𧮪	new/expanded DFS page
詗	U+8A57	DBDB	cjk	$2F3C	cjk-extension	extension-page	诇	new/expanded DFS page
詘	U+8A58	DBDC	cjk	$1A45	base-t2s-ime-glyph-patch	base-compatible	诎	glyph patch 诎->詘
詄	U+8A44	DBDD	cjk	$2F3D	cjk-extension	extension-page	詄	new/expanded DFS page
詅	U+8A45	DBDE	cjk	$2F3E	cjk-extension	extension-page	詅	new/expanded DFS page
詒	U+8A52	DBDF	cjk	$1A46	base-t2s-ime-glyph-patch	base-compatible	诒	glyph patch 诒->詒
詈	U+8A48	DBE0	cjk	$2AAC	base-exact	base-compatible	詈	
詑	U+8A51	DBE1	cjk	$2F40	cjk-extension	extension-page	𫍡	new/expanded DFS page
詊	U+8A4A	DBE2	cjk	$2F41	cjk-extension	extension-page	𫟟	new/expanded DFS page
詌	U+8A4C	DBE3	cjk	$2F42	cjk-extension	extension-page	詌	new/expanded DFS page
詏	U+8A4F	DBE4	cjk	$2F43	cjk-extension	extension-page	詏	new/expanded DFS page
豟	U+8C5F	DBE5	cjk	$2F44	cjk-extension	extension-page	豟	new/expanded DFS page
貁	U+8C81	DBE6	cjk	$2F45	cjk-extension	extension-page	貁	new/expanded DFS page
貀	U+8C80	DBE7	cjk	$2F46	cjk-extension	extension-page	貀	new/expanded DFS page
