char	unicode	big5	category	dfs_code	compat_class	t2s	base_char_at_code	ime_reserved	note
俾	U+4FFE	ADDA	cjk	$19F0	base-exact	俾	俾	yes	
倫	U+502B	ADDB	cjk	$0C85	base-t2s-ime-glyph-patch	伦	伦	yes	glyph patch 伦->倫
倉	U+5009	ADDC	cjk	$05D2	base-t2s-ime-glyph-patch	仓	仓	yes	glyph patch 仓->倉
兼	U+517C	ADDD	cjk	$0A0A	base-exact	兼	兼	yes	
冤	U+51A4	ADDE	cjk	$13C5	base-exact	冤	冤	yes	
冥	U+51A5	ADDF	cjk	$1A38	base-exact	冥	冥	yes	
冢	U+51A2	ADE0	cjk	$1A37	base-exact	冢	冢	yes	
凍	U+51CD	ADE1	cjk	$0763	base-t2s-ime-glyph-patch	冻	冻	yes	glyph patch 冻->凍
凌	U+51CC	ADE2	cjk	$0C21	base-exact	凌	凌	yes	
准	U+51C6	ADE3	cjk	$1917	base-exact	准	准	yes	
凋	U+51CB	ADE4	cjk	$072E	base-exact	凋	凋	yes	
剖	U+5256	ADE5	cjk	$0E12	base-exact	剖	剖	yes	
剜	U+525C	ADE6	cjk	$19B0	base-exact	剜	剜	yes	
剔	U+5254	ADE7	cjk	$10B0	base-exact	剔	剔	yes	
剛	U+525B	ADE8	cjk	$084A	base-t2s-ime-glyph-patch	刚	刚	yes	glyph patch 刚->剛
剝	U+525D	ADE9	cjk	$0528	base-t2s-ime-glyph-patch	剥	剥	yes	glyph patch 剥->剝
匪	U+532A	ADEA	cjk	$07D9	base-exact	匪	匪	yes	
卿	U+537F	ADEB	cjk	$0EA4	base-exact	卿	卿	yes	
原	U+539F	ADEC	cjk	$13C9	base-exact	原	原	yes	
厝	U+539D	ADED	cjk	$1998	base-exact	厝	厝	yes	
叟	U+53DF	ADEE	cjk	$1ACD	base-exact	叟	叟	yes	
哨	U+54E8	ADEF	cjk	$0F74	base-exact	哨	哨	yes	
唐	U+5510	ADF0	cjk	$1098	base-exact	唐	唐	yes	
唁	U+5501	ADF1	cjk	$12C8	base-exact	唁	唁	yes	
唷	U+5537	ADF2	cjk	$1CBB	base-exact	唷	唷	yes	
哼	U+54FC	ADF3	cjk	$092D	base-exact	哼	哼	yes	
哥	U+54E5	ADF4	cjk	$0871	base-exact	哥	哥	yes	
哲	U+54F2	ADF5	cjk	$1874	base-exact	哲	哲	yes	
唆	U+5506	ADF6	cjk	$1068	base-exact	唆	唆	yes	
哺	U+54FA	ADF7	cjk	$05B4	base-exact	哺	哺	yes	
唔	U+5514	ADF8	cjk	$1CA9	base-exact	唔	唔	yes	
哩	U+54E9	ADF9	cjk	$0BDA	base-exact	哩	哩	yes	
哭	U+54ED	ADFA	cjk	$0B3E	base-exact	哭	哭	yes	
員	U+54E1	ADFB	cjk	$13CD	base-t2s-ime-glyph-patch	员	员	yes	glyph patch 员->員
唉	U+5509	ADFC	cjk	$04C8	base-exact	唉	唉	yes	
哮	U+54EE	ADFD	cjk	$1206	base-exact	哮	哮	yes	
哪	U+54EA	ADFE	cjk	$0D36	base-exact	哪	哪	yes	
哦	U+54E6	AE40	cjk	$0D9C	base-exact	哦	哦	yes	
唧	U+5527	AE41	cjk	$1CAF	base-exact	唧	唧	yes	
唇	U+5507	AE42	cjk	$0693	base-exact	唇	唇	yes	
哽	U+54FD	AE43	cjk	$1CA8	base-exact	哽	哽	yes	
唏	U+550F	AE44	cjk	$1CAD	base-exact	唏	唏	yes	
圃	U+5703	AE45	cjk	$0E1F	base-exact	圃	圃	yes	
圄	U+5704	AE46	cjk	$1D12	base-exact	圄	圄	yes	
埂	U+57C2	AE47	cjk	$0889	base-exact	埂	埂	yes	
埔	U+57D4	AE48	cjk	$0E1D	base-exact	埔	埔	yes	
埋	U+57CB	AE49	cjk	$0C9F	base-exact	埋	埋	yes	
埃	U+57C3	AE4A	cjk	$04C5	base-exact	埃	埃	yes	
夏	U+590F	AE4C	cjk	$11CE	base-exact	夏	夏	yes	
套	U+5957	AE4D	cjk	$10A9	base-exact	套	套	yes	
奘	U+5958	AE4E	cjk	$1C0E	base-exact	奘	奘	yes	
奚	U+595A	AE4F	cjk	$1C0D	base-exact	奚	奚	yes	
娑	U+5A11	AE50	cjk	$1F49	base-exact	娑	娑	yes	
娘	U+5A18	AE51	cjk	$0D77	base-exact	娘	娘	yes	
娜	U+5A1C	AE52	cjk	$0D3A	base-exact	娜	娜	yes	
娟	U+5A1F	AE53	cjk	$0AE4	base-exact	娟	娟	yes	
娛	U+5A1B	AE54	cjk	$13A7	base-t2s-ime-glyph-patch	娱	娱	yes	glyph patch 娱->娛
娓	U+5A13	AE55	cjk	$1F60	base-exact	娓	娓	yes	
姬	U+59EC	AE56	cjk	$09C7	base-exact	姬	姬	yes	
娠	U+5A20	AE57	cjk	$0F89	base-exact	娠	娠	yes	
娣	U+5A23	AE58	cjk	$1F4A	base-exact	娣	娣	yes	
娩	U+5A29	AE59	cjk	$0CF0	base-exact	娩	娩	yes	
娥	U+5A25	AE5A	cjk	$07A0	base-exact	娥	娥	yes	
娌	U+5A0C	AE5B	cjk	$1F45	base-exact	娌	娌	yes	
娉	U+5A09	AE5C	cjk	$1F46	base-exact	娉	娉	yes	
孫	U+5B6B	AE5D	cjk	$1063	base-t2s-ime-glyph-patch	孙	孙	yes	glyph patch 孙->孫
宰	U+5BB0	AE5F	cjk	$13F3	base-exact	宰	宰	yes	
害	U+5BB3	AE60	cjk	$08EC	base-exact	害	害	yes	
家	U+5BB6	AE61	cjk	$09F2	base-exact	家	家	yes	
宴	U+5BB4	AE62	cjk	$12CB	base-exact	宴	宴	yes	
宮	U+5BAE	AE63	cjk	$0894	base-t2s-ime-glyph-patch	宫	宫	yes	glyph patch 宫->宮
宵	U+5BB5	AE64	cjk	$120A	base-exact	宵	宵	yes	
容	U+5BB9	AE65	cjk	$0EFB	base-exact	容	容	yes	
宸	U+5BB8	AE66	cjk	$1EE3	base-exact	宸	宸	yes	
射	U+5C04	AE67	cjk	$0F7E	base-exact	射	射	yes	
屑	U+5C51	AE68	cjk	$122C	base-exact	屑	屑	yes	
展	U+5C55	AE69	cjk	$183B	base-exact	展	展	yes	
屐	U+5C50	AE6A	cjk	$1F1F	base-exact	屐	屐	yes	
峭	U+5CED	AE6B	cjk	$0E8D	base-exact	峭	峭	yes	
峽	U+5CFD	AE6C	cjk	$11C9	base-t2s-ime-glyph-patch	峡	峡	yes	glyph patch 峡->峽
峻	U+5CFB	AE6D	cjk	$0AF8	base-exact	峻	峻	yes	
峪	U+5CEA	AE6E	cjk	$13B6	base-exact	峪	峪	yes	
峨	U+5CE8	AE6F	cjk	$079B	base-exact	峨	峨	yes	
峰	U+5CF0	AE70	cjk	$07F3	base-exact	峰	峰	yes	
島	U+5CF6	AE71	cjk	$06EE	base-t2s-ime-glyph-patch	岛	岛	yes	glyph patch 岛->島
峴	U+5CF4	AE73	cjk	$1D2D	base-t2s-ime-glyph-patch	岘	岘	yes	glyph patch 岘->峴
差	U+5DEE	AE74	cjk	$05EA	base-exact	差	差	yes	
席	U+5E2D	AE75	cjk	$11B9	base-exact	席	席	yes	
師	U+5E2B	AE76	cjk	$0F9E	base-t2s-ime-glyph-patch	师	师	yes	glyph patch 师->師
庫	U+5EAB	AE77	cjk	$0B43	base-t2s-ime-glyph-patch	库	库	yes	glyph patch 库->庫
庭	U+5EAD	AE78	cjk	$10D5	base-exact	庭	庭	yes	
座	U+5EA7	AE79	cjk	$196B	base-exact	座	座	yes	
弱	U+5F31	AE7A	cjk	$0F1A	base-exact	弱	弱	yes	
徒	U+5F92	AE7B	cjk	$10ED	base-exact	徒	徒	yes	
徑	U+5F91	AE7C	cjk	$0AB0	base-t2s-ime-glyph-patch	径	径	yes	glyph patch 径->徑
徐	U+5F90	AE7D	cjk	$1272	base-exact	徐	徐	yes	
恙	U+6059	AE7E	cjk	$2A24	base-exact	恙	恙	yes	
恣	U+6063	AEA1	cjk	$2A25	base-exact	恣	恣	yes	
恥	U+6065	AEA2	cjk	$063E	base-t2s-ime-glyph-patch	耻	耻	yes	glyph patch 耻->恥
恐	U+6050	AEA3	cjk	$0B36	base-exact	恐	恐	yes	
恕	U+6055	AEA4	cjk	$0FF7	base-exact	恕	恕	yes	
恭	U+606D	AEA5	cjk	$088F	base-exact	恭	恭	yes	
恩	U+6069	AEA6	cjk	$07A7	base-exact	恩	恩	yes	
息	U+606F	AEA7	cjk	$11AC	base-exact	息	息	yes	
悄	U+6084	AEA8	cjk	$0E84	base-exact	悄	悄	yes	
悟	U+609F	AEA9	cjk	$119E	base-exact	悟	悟	yes	
悚	U+609A	AEAA	cjk	$1DF6	base-exact	悚	悚	yes	
悍	U+608D	AEAB	cjk	$0901	base-exact	悍	悍	yes	
悔	U+6094	AEAC	cjk	$099C	base-exact	悔	悔	yes	
悌	U+608C	AEAD	cjk	$1DFB	base-exact	悌	悌	yes	
悅	U+6085	AEAE	cjk	$13DF	base-t2s-ime-glyph-patch	悦	悦	yes	glyph patch 悦->悅
悖	U+6096	AEAF	cjk	$1DF5	base-exact	悖	悖	yes	
扇	U+6247	AEB0	cjk	$0F62	base-exact	扇	扇	yes	
拳	U+62F3	AEB1	cjk	$0ECB	base-exact	拳	拳	yes	
挈	U+6308	AEB2	cjk	$2943	base-exact	挈	挈	yes	
拿	U+62FF	AEB3	cjk	$0D35	base-exact	拿	拿	yes	
捎	U+634E	AEB4	cjk	$0F6D	base-exact	捎	捎	yes	
挾	U+633E	AEB5	cjk	$121D	base-t2s-ime-glyph-patch	挟	挟	yes	glyph patch 挟->挾
振	U+632F	AEB6	cjk	$1889	base-exact	振	振	yes	
捕	U+6355	AEB7	cjk	$05B2	base-exact	捕	捕	yes	
捂	U+6342	AEB8	cjk	$1192	base-exact	捂	捂	yes	
捆	U+6346	AEB9	cjk	$0B7A	base-exact	捆	捆	yes	
捏	U+634F	AEBA	cjk	$0D7B	base-exact	捏	捏	yes	
捉	U+6349	AEBB	cjk	$1918	base-exact	捉	捉	yes	
挺	U+633A	AEBC	cjk	$10D6	base-exact	挺	挺	yes	
捐	U+6350	AEBD	cjk	$0AE2	base-exact	捐	捐	yes	
挽	U+633D	AEBE	cjk	$1124	base-exact	挽	挽	yes	
挪	U+632A	AEBF	cjk	$0D98	base-exact	挪	挪	yes	
挫	U+632B	AEC0	cjk	$06C2	base-exact	挫	挫	yes	
挨	U+6328	AEC1	cjk	$04C6	base-exact	挨	挨	yes	
捍	U+634D	AEC2	cjk	$08FA	base-exact	捍	捍	yes	
捌	U+634C	AEC3	cjk	$04E8	base-exact	捌	捌	yes	
效	U+6548	AEC4	cjk	$1213	base-exact	效	效	yes	
敉	U+6549	AEC5	cjk	$2D37	base-exact	敉	敉	yes	
料	U+6599	AEC6	cjk	$0C05	base-exact	料	料	yes	
旁	U+65C1	AEC7	cjk	$0DBA	base-exact	旁	旁	yes	
旅	U+65C5	AEC8	cjk	$0C71	base-exact	旅	旅	yes	
時	U+6642	AEC9	cjk	$0FA9	base-t2s-ime-glyph-patch	时	时	yes	glyph patch 时->時
晉	U+6649	AECA	cjk	$0A96	base-t2s-ime-glyph-patch	晋	晋	yes	glyph patch 晋->晉
晏	U+664F	AECB	cjk	$290E	base-exact	晏	晏	yes	
晃	U+6643	AECC	cjk	$0990	base-exact	晃	晃	yes	
晒	U+6652	AECD	cjk	$0F3D	base-exact	晒	晒	yes	
晌	U+664C	AECE	cjk	$0F68	base-exact	晌	晌	yes	
晁	U+6641	AED0	cjk	$290D	base-exact	晁	晁	yes	
書	U+66F8	AED1	cjk	$0FE1	base-t2s-ime-glyph-patch	书	书	yes	glyph patch 书->書
朔	U+6714	AED2	cjk	$1011	base-exact	朔	朔	yes	
朕	U+6715	AED3	cjk	$2998	base-exact	朕	朕	yes	
朗	U+6717	AED4	cjk	$0B9E	base-exact	朗	朗	yes	
校	U+6821	AED5	cjk	$120F	base-exact	校	校	yes	
核	U+6838	AED6	cjk	$0918	base-exact	核	核	yes	
案	U+6848	AED7	cjk	$04DA	base-exact	案	案	yes	
框	U+6846	AED8	cjk	$0B68	base-exact	框	框	yes	
桓	U+6853	AED9	cjk	$097A	base-exact	桓	桓	yes	
根	U+6839	AEDA	cjk	$0883	base-exact	根	根	yes	
桂	U+6842	AEDB	cjk	$08D8	base-exact	桂	桂	yes	
桔	U+6854	AEDC	cjk	$0A77	base-exact	桔	桔	yes	
栩	U+6829	AEDD	cjk	$2874	base-exact	栩	栩	yes	
梳	U+68B3	AEDE	cjk	$0FD9	base-exact	梳	梳	yes	
栗	U+6817	AEDF	cjk	$0BC9	base-exact	栗	栗	yes	
桌	U+684C	AEE0	cjk	$191B	base-exact	桌	桌	yes	
桑	U+6851	AEE1	cjk	$0F27	base-exact	桑	桑	yes	
栽	U+683D	AEE2	cjk	$13F0	base-exact	栽	栽	yes	
柴	U+67F4	AEE3	cjk	$05ED	base-exact	柴	柴	yes	
桐	U+6850	AEE4	cjk	$10D9	base-exact	桐	桐	yes	
桀	U+6840	AEE5	cjk	$2870	base-exact	桀	桀	yes	
格	U+683C	AEE6	cjk	$087B	base-exact	格	格	yes	
桃	U+6843	AEE7	cjk	$10A4	base-exact	桃	桃	yes	
株	U+682A	AEE8	cjk	$18E0	base-exact	株	株	yes	
桅	U+6845	AEE9	cjk	$113C	base-exact	桅	桅	yes	
栓	U+6813	AEEA	cjk	$1002	base-exact	栓	栓	yes	
桁	U+6841	AEEC	cjk	$286E	base-exact	桁	桁	yes	
殊	U+6B8A	AEED	cjk	$0FDA	base-exact	殊	殊	yes	
殉	U+6B89	AEEE	cjk	$1297	base-exact	殉	殉	yes	
殷	U+6BB7	AEEF	cjk	$133D	base-exact	殷	殷	yes	
